yyyymm,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx
193603,14.92,0.5,0.79,0.527696047,0.002,0.0329,0.0486,0.0275,0.013456037,0.0002,-0.007246377,0.0106,0.0082,0.00500448,NaN,0.024029,0.021457
193604,13.77,0.5167,0.82,0.566348596,0.002,0.0329,0.0491,0.0274,0.019252871,0.0002,0,0.0035,0.0026,0.005760772,NaN,-0.077588,-0.078356
193605,14.4,0.5333,0.85,0.540487421,0.002,0.0327,0.0494,0.0273,0.018627594,0.0002,0,0.004,0.004,0.002907938,NaN,0.053106,0.046971
193606,14.84,0.55,0.88,0.523178388,0.002,0.0324,0.049,0.0273,0.02081345,0.0003,0.00729927,0.0021,0.0082,0.001568495,NaN,0.032542,0.029509
193607,15.85,0.57,0.9,0.500424603,0.0015,0.0323,0.0484,0.0271,0.021746988,0.0001,0.007246377,0.006,0.0011,0.001568553,NaN,0.073442,0.072356
193608,15.99,0.59,0.92,0.496121234,0.002,0.0321,0.0474,0.0264,0.019666034,0.0002,0.007194245,0.0111,0.0067,0.002619507,NaN,0.014124,0.00893
193609,16.01,0.61,0.94,0.491598141,0.0016,0.0318,0.0462,0.0268,0.021398483,0.0001,0,-0.0031,0.0067,0.001183759,NaN,0.004817,0.001617
193610,17.21,0.6467,0.9667,0.465707028,0.0013,0.0318,0.0454,0.0269,0.021804227,0.0002,0,0.0006,0.0025,0.002224405,NaN,0.076281,0.075272
193611,17.28,0.6833,0.9933,0.450278354,0.0011,0.0315,0.0452,0.0257,0.022840762,0.0001,0,0.0205,0.0109,0.0028304,NaN,0.010666,-0.000321
193612,17.18,0.72,1.02,0.458588105,0.0012,0.031,0.0453,0.0255,0.025224722,0,0,0.0038,0.001,0.001498375,NaN,-0.00383,-0.007289
193701,17.83,0.73,1.05,0.446573563,0.0017,0.031,0.0449,0.0258,0.02500325,0.0001,0.007142857,-0.0013,0.0024,0.001572549,NaN,0.036648,0.035916
193702,18.09,0.74,1.08,0.440775765,0.0015,0.0322,0.0453,0.0253,0.025207677,0.0002,0,0.0086,-0.0046,0.001306789,NaN,0.018483,0.01535
193703,17.92,0.75,1.11,0.458666381,0.0038,0.0332,0.0468,0.0285,0.033506829,0.0001,0.007092199,-0.0411,-0.0114,0.00311448,NaN,-0.003511,-0.006242
193704,16.43,0.78,1.13,0.490618007,0.0056,0.0342,0.0484,0.0284,0.028107264,0.0003,0.007042254,0.0039,0.0068,0.005466779,NaN,-0.080646,-0.08149
193705,16.26,0.81,1.15,0.489382405,0.0041,0.0333,0.0484,0.0282,0.028278063,0.0006,0.006993007,0.0053,0.004,0.003593072,0.003398385,-0.005699,-0.011686
193706,15.4,0.84,1.17,0.504961021,0.0036,0.0328,0.0493,0.0285,0.031266167,0.0003,0,-0.0018,0.0053,0.002984171,0.004205943,-0.053803,-0.057853
193707,16.98,0.8167,1.1867,0.46464866,0.0028,0.0325,0.0491,0.0277,0.027224932,0.0003,0.006944444,0.0138,0.0039,0.002982217,0.003629863,0.098991,0.098012
193708,16.04,0.7933,1.2033,0.481934502,0.0029,0.0324,0.0492,0.0286,0.031064413,0.0002,0,-0.0104,-0.0017,0.002140794,0.003325441,-0.051183,-0.056291
193709,13.76,0.77,1.22,0.553147441,0.0031,0.0328,0.0516,0.0284,0.035846726,0.0004,0.006896552,0.0045,0.0025,0.015821146,0.003338534,-0.13961,-0.143683
193710,12.36,0.78,1.19,0.617417678,0.002,0.0327,0.0552,0.0283,0.040958564,0.0002,0,0.0042,0.0067,0.031722241,0.003604956,-0.102722,-0.103703
193711,11.11,0.79,1.16,0.692419825,0.0009,0.0324,0.0582,0.0278,0.042030807,0.0002,-0.006849315,0.0096,0.0067,0.021973392,0.002710859,-0.084289,-0.100254
193712,10.55,0.8,1.13,0.707488622,0.0011,0.0321,0.0573,0.0273,0.0317754,0,-0.006896552,0.0082,0.0067,0.006954963,0.002833122,-0.045828,-0.053019
193801,10.69,0.7933,1.0767,0.701567244,0.001,0.0317,0.0589,0.0271,0.038801722,0,-0.013888889,0.0057,0.0038,0.009751241,0.002773138,0.012163,0.011096
193802,11.34,0.7867,1.0233,0.659518667,0.0008,0.032,0.0597,0.0268,0.032247781,0,-0.007042254,0.0052,0.001,0.007772491,0.002129031,0.065757,0.061131
193803,8.5,0.78,0.97,0.892369884,0.0008,0.0322,0.063,0.0273,0.033845249,-0.0001,0,-0.0037,-0.0087,0.015067942,0.002964826,-0.254106,-0.257951
193804,9.7,0.7667,0.9033,0.79079348,0.0009,0.033,0.0647,0.0259,0.027160852,0.0001,0.007092199,0.021,0.0138,0.018892725,0.004160963,0.142667,0.140966
193805,9.27,0.7533,0.8367,0.819565621,0.0005,0.0322,0.0606,0.0257,0.029977327,0,-0.007042254,0.0044,0.001,0.007651434,0.005274134,-0.039973,-0.046036
193806,11.56,0.74,0.77,0.659545862,0.0005,0.0326,0.0625,0.0259,0.016744546,0,0,0.0004,0.0095,0.011809309,0.006085903,0.253519,0.249304
193807,12.4,0.7133,0.72,0.625354108,0.0007,0.0322,0.0563,0.0257,0.017055515,-0.0001,0,0.0043,0.0066,0.006829876,0.005685273,0.074738,0.073872
193808,12.06,0.6867,0.67,0.634020248,0.0006,0.0318,0.0549,0.0259,0.014308273,0,0,0,-0.0019,0.005981568,0.005342044,-0.025901,-0.029465
193809,12.24,0.66,0.62,0.624248851,0.0008,0.0321,0.0565,0.0259,0.011896174,0.0002,0,0.0022,0.0109,0.017046706,0.006128015,0.016932,0.013867
193810,13.17,0.61,0.6267,0.581954788,0.0005,0.0315,0.0536,0.0254,0.007932597,0.0001,-0.007092199,0.0087,0.008,0.00440443,0.005602846,0.07896,0.0782
193811,12.73,0.56,0.6333,0.589373915,0.0004,0.031,0.0523,0.0257,0.008535267,-0.0006,0,-0.0022,0.0037,0.004644168,0.005118186,-0.026207,-0.032784
193812,13.21,0.51,0.64,0.572039388,0.0003,0.0308,0.0527,0.0252,0.005721713,0,0,0.008,0.0122,0.00229094,0.004166964,0.04481,0.041538
193901,12.3,0.5133,0.6633,0.614218141,0.0003,0.0301,0.0512,0.0249,-0.003601364,-0.0001,0,0.0059,0.0022,0.007295496,0.004310653,-0.070506,-0.071314
193902,12.7,0.5167,0.6867,0.599456891,0.0003,0.03,0.0505,0.0245,0.000614935,0.0001,-0.007142857,0.008,0.0064,0.003291644,0.002629529,0.039292,0.034357
193903,10.98,0.52,0.71,0.660649272,0.0003,0.0299,0.0489,0.0237,-0.001260686,-0.0001,0,0.0125,0.0022,0.008538703,0.002714895,-0.134821,-0.138171
193904,10.92,0.5233,0.7267,0.678454588,0.0003,0.0302,0.0515,0.0229,-0.001883193,0,-0.007194245,0.0118,0.0064,0.009203292,0.004123236,-0.006611,-0.007842
193905,11.6,0.5267,0.7433,0.630337241,0.0003,0.0297,0.0507,0.0217,-0.002354324,0.0001,0,0.0171,0.0049,0.003559092,0.003614611,0.069557,0.06346
193906,10.86,0.53,0.76,0.666768736,0.0003,0.0292,0.0491,0.0221,-8.63519E-05,0.0001,0,-0.0027,0.0035,0.003202343,0.004162359,-0.06181,-0.065748
193907,12.04,0.54,0.7767,0.607985481,0.0004,0.0289,0.0484,0.0213,-0.001562188,0,0,0.0113,-0.0007,0.004304609,0.003649765,0.11131,0.110355
193908,11.18,0.55,0.7933,0.648017261,0.0005,0.0293,0.0485,0.0231,-0.003006525,-0.0001,0,-0.0201,-0.0392,0.007137243,0.007687835,-0.067551,-0.073025
193909,13.02,0.56,0.81,0.580047949,0.0014,0.0325,0.05,0.0278,-0.002109552,0.0001,0.02173913,-0.0545,0.0151,0.015683907,0.007089187,0.181167,0.177572
193910,12.83,0.58,0.84,0.573479062,0.0005,0.0315,0.0488,0.0247,-0.001852788,0,-0.007092199,0.041,0.0237,0.001846745,0.006561195,-0.016887,-0.01764
193911,12.2,0.6,0.87,0.597844739,0.0005,0.03,0.0485,0.0236,-0.001699137,0,0,0.0162,0.0079,0.001284238,0.006625116,-0.040532,-0.051142
193912,12.49,0.62,0.9,0.58070538,0.0004,0.0294,0.0492,0.0226,0.002550784,0,0,0.0145,0.0078,0.001073002,0.006074034,0.028177,0.023143
194001,12.05,0.6233,0.93,0.599325673,0.0001,0.0288,0.0486,0.0229,0.007772705,0,-0.007142857,-0.0017,0.0049,0.001478046,0.005609759,-0.035927,-0.0368
194002,12.13,0.6267,0.96,0.594376962,0.0002,0.0286,0.0483,0.0228,0.004840262,0,0.007194245,0.0027,0.0021,0.000489506,0.005417036,0.013139,0.006917
194003,12.25,0.63,0.99,0.647959875,0.0002,0.0284,0.048,0.0215,0.005678709,0,0,0.0177,0.0049,0.000709112,0.005046031,0.013561,0.010518
194004,12.19,0.6367,1.0067,0.644074648,0.0002,0.0282,0.0474,0.022,0.005848666,0,0,-0.0035,-0.0092,0.001192277,0.002824098,-0.004478,-0.006231
194005,9.27,0.6433,1.0233,0.82257787,0.0006,0.0293,0.0494,0.0246,0.006610185,-0.0002,0,-0.0299,-0.0021,0.018668568,0.003136828,-0.23148,-0.239765
194006,9.98,0.65,1.04,0.783221367,0.001,0.0296,0.0511,0.0227,0.006369791,0,0.007142857,0.0258,0.0121,0.009797017,0.003512947,0.083035,0.078208
194007,10.29,0.6567,1.0533,0.757888061,0.0005,0.0288,0.048,0.0224,0.008109189,0.0001,-0.007092199,0.0052,0.0021,0.001323675,0.003341704,0.03309,0.031914
194008,10.56,0.6633,1.0667,0.741775295,0.0004,0.0285,0.0476,0.0223,0.009086463,-0.0001,0,0.0028,0.0007,0.003560843,0.003535812,0.035421,0.026631
194009,10.66,0.67,1.08,0.720747889,0.0005,0.0282,0.0466,0.0215,0.009646939,0,0,0.011,0.0092,0.002943837,0.00447837,0.014221,0.010096
194010,11.08,0.67,1.07,0.710199837,0.0002,0.0279,0.0456,0.0214,0.009414833,0,0,0.0031,0.0049,0.001465061,0.004567586,0.041468,0.04018
194011,10.61,0.67,1.06,0.73521495,0.0002,0.0275,0.0448,0.0199,0.010157653,0,0,0.0205,0.0063,0.005914211,0.004082229,-0.029431,-0.042997
194012,10.58,0.67,1.05,0.72904751,0.0002,0.0271,0.0445,0.0194,0.012589189,0,0.007142857,0.0067,-0.0023,0.000507842,0.004261973,0.002927,-0.00249
194101,10.07,0.6733,1.0533,0.770160316,0.0002,0.0275,0.0438,0.0213,0.010853414,-0.0001,0,-0.0201,0.0006,0.001855112,0.003627319,-0.045555,-0.046847
194102,9.92,0.6767,1.0567,0.783799295,0.0004,0.0278,0.0442,0.0213,0.010770234,-0.0001,0,0.002,0.0006,0.002751814,0.00201359,-0.004729,-0.01257
194103,9.96,0.68,1.06,0.804269883,0.0011,0.028,0.0438,0.0206,0.010060575,0.0001,0.007092199,0.0096,-0.0022,0.001364626,0.001855023,0.008872,0.004173
194104,9.31,0.6833,1.07,0.854249611,0.001,0.0282,0.0433,0.0196,0.010481535,-0.0001,0.007042254,0.0129,0.0078,0.001767101,0.001584025,-0.062152,-0.063463
194105,9.35,0.6867,1.08,0.849178353,0.0011,0.0281,0.0432,0.0195,0.009923603,0,0.006993007,0.0027,0.0049,0.001574462,0.002303269,0.013184,0.00214
194106,9.85,0.69,1.09,0.801526718,0.0012,0.0277,0.0431,0.0191,0.008967507,0,0.020833333,0.0066,0.0063,0.001180909,0.002223899,0.058851,0.052486
194107,10.39,0.6933,1.1233,0.766363848,0.0012,0.0274,0.0428,0.0191,0.00902986,0.0003,0,0.0022,0.0063,0.001212974,0.002343917,0.057106,0.055619
194108,10.3,0.6967,1.1567,0.774542886,0.0013,0.0274,0.0427,0.019,0.01072502,0.0001,0.013605442,0.0018,0.0034,0.00051318,0.002006733,-0.001113,-0.009736
194109,10.2,0.7,1.19,0.778268412,0.001,0.0275,0.043,0.0193,0.010283855,0.0001,0.013422819,-0.0012,0.0048,0.000975442,0.002668551,-0.007351,-0.011499
194110,9.5,0.7033,1.18,0.837718554,0.0009,0.0273,0.0428,0.0182,0.011687208,0,0.013245033,0.014,0.0034,0.001310097,0.001620696,-0.064602,-0.065955
194111,9.1,0.7067,1.17,0.860805861,0.0028,0.0272,0.0428,0.0186,0.010364625,0,0.006535948,-0.0029,-0.0094,0.001285898,0.002067659,-0.024916,-0.042107
194112,8.69,0.71,1.16,0.889509733,0.0033,0.028,0.0438,0.0204,0.010342826,0.0001,0.006493507,-0.0177,0.0006,0.006680814,0.003446983,-0.038843,-0.046205
194201,8.81,0.7033,1.12,0.902111324,0.0027,0.0283,0.0429,0.0247,0.008935182,0.0002,0.012903226,0.0069,0.0006,0.002204953,0.002701159,0.022276,0.020639
194202,8.59,0.6967,1.08,0.926064928,0.0025,0.0285,0.0429,0.0247,0.009350153,0.0001,0.006369427,0.0011,-0.0008,0.001260825,0.002899432,-0.017647,-0.024642
194203,8.01,0.69,1.04,1.03486386,0.0025,0.0286,0.043,0.0244,0.010120462,0.0001,0.012658228,0.0092,0.0063,0.003106114,0.003010964,-0.064068,-0.069676
194204,7.66,0.68,1.02,1.080230729,0.0032,0.0283,0.0426,0.0246,0.011004819,0.0001,0.00625,-0.0029,0.0006,0.002440975,0.003397506,-0.037988,-0.040323
194205,8.15,0.67,1,1.021015067,0.0037,0.0285,0.0427,0.0243,0.010525173,0.0003,0.01242236,0.0075,0.002,0.001592389,0.003766453,0.070339,0.060119
194206,8.3,0.66,0.98,0.99670989,0.0037,0.0285,0.0433,0.0244,0.010198306,0.0002,0,0.0003,0.0034,0.001200468,0.003265845,0.023544,0.016976
194207,8.56,0.6467,0.9667,0.974271661,0.0038,0.0283,0.043,0.0244,0.008486272,0.0003,0.006134969,0.0018,0.002,0.002088658,0.00141506,0.036031,0.034314
194208,8.62,0.6333,0.9533,0.968682404,0.0038,0.0281,0.0428,0.0244,0.007152648,0.0003,0.006097561,0.0038,0.0035,0.000627032,0.001787024,0.015346,0.007531
194209,8.85,0.62,0.94,0.944001466,0.0038,0.028,0.0426,0.0244,0.006243538,0.0003,0,0.0003,0.002,0.000472522,0.002800771,0.032449,0.027671
194210,9.42,0.61,0.97,0.907488987,0.0038,0.028,0.0424,0.0244,0.004426278,0.0003,0.012121212,0.0024,0.0006,0.001273596,0.003106609,0.067867,0.066333
194211,9.29,0.6,1,0.899563319,0.0038,0.0279,0.0425,0.0247,0.005095706,0.0003,0.005988024,-0.0035,0.0006,0.000992057,0.003344937,-0.004392,-0.016937
194212,9.77,0.59,1.03,0.862646566,0.0038,0.0281,0.0428,0.0246,0.001812004,0.0003,0.005952381,0.0049,0.0049,0.000791391,0.005100943,0.057537,0.050449
194301,10.47,0.59,1.0433,0.821306116,0.0038,0.0279,0.0416,0.0245,0.002088305,0.0003,0,0.0033,0.0049,0.000744868,0.005995311,0.072434,0.071062
194302,11,0.59,1.0567,0.7940791,0.0038,0.0277,0.0408,0.0246,0.002569991,0.0003,0,-0.0005,0.0006,0.000819597,0.007130763,0.058503,0.052676
194303,11.58,0.59,1.07,0.783480999,0.0038,0.0276,0.0401,0.0247,0.00189186,0.0003,0.017751479,0.0009,0.002,0.001368776,0.007322349,0.059404,0.055182
194304,11.59,0.59,1.08,0.78978447,0.0038,0.0276,0.0396,0.0246,0.001251046,0.0003,0.011627907,0.0048,0.0049,0.002492194,0.001292799,0.003588,0.002332
194305,12.11,0.59,1.09,0.757897719,0.0038,0.0274,0.0391,0.0244,0.000946183,0.0003,0.005747126,0.005,0.0048,0.00108955,0.001819385,0.052698,0.045651
194306,12.35,0.59,1.1,0.746268657,0.0038,0.0272,0.0388,0.0244,0.001200105,0.0003,0,0.0018,0.0048,0.001069158,0.001349733,0.021689,0.017142
194307,11.68,0.5933,1.0933,0.779599271,0.0038,0.0269,0.0381,0.0245,0.017823643,0.0003,-0.005714286,-0.0001,0.0019,0.002433361,0.001390142,-0.053092,-0.054238
194308,11.8,0.5967,1.0867,0.783194262,0.0038,0.0269,0.0381,0.0245,0.013954319,0.0003,-0.005747126,0.0021,0.0019,0.001706636,0.001276919,0.016232,0.010751
194309,12.08,0.6,1.08,0.763631173,0.0038,0.0269,0.0383,0.0246,0.013693478,0.0003,0.005780347,0.0011,0.0005,0.00060804,0.001628115,0.027498,0.023331
194310,11.92,0.6033,1.0333,0.773736351,0.0038,0.027,0.0382,0.0247,0.01686954,0.0003,0,0.0005,-0.0009,0.000764157,0.001396357,-0.01165,-0.0125
194311,11.02,0.6067,0.9867,0.825808443,0.0038,0.0271,0.0383,0.0248,0.019080937,0.0003,0,0,-0.0023,0.0020016,0.001824046,-0.067052,-0.077966
194312,11.67,0.61,0.94,0.787401575,0.0038,0.0274,0.0382,0.0248,0.014422539,0.0003,0,0.0018,0.0049,0.000988594,0.001962398,0.070305,0.065211
194401,11.85,0.6133,0.9367,0.778748181,0.0038,0.0272,0.0376,0.0248,0.019253231,0.0003,0,0.0021,0.002,0.000639835,0.001496229,0.018622,0.01731
194402,11.82,0.6167,0.9333,0.785033015,0.0038,0.0274,0.0372,0.0247,0.019493838,0.0003,0,0.0032,0.0034,0.000642637,0.00181182,0.006479,0.000238
194403,12.02,0.62,0.93,0.813886488,0.0038,0.0274,0.037,0.0247,0.019145327,0.0002,0,0.0021,0.0048,0.000636408,0.001591801,0.021313,0.017309
194404,11.87,0.6233,0.9267,0.829601351,0.0038,0.0274,0.0368,0.0248,0.020077593,0.0003,0.005747126,0.0013,0.0034,0.000764163,0.002125858,-0.012427,-0.013433
194405,12.35,0.6267,0.9233,0.794431946,0.0038,0.0273,0.0363,0.0247,0.018397357,0.0003,0,0.0028,0.0005,0.000411906,0.003080381,0.048841,0.040864
194406,12.98,0.63,0.92,0.761558162,0.0038,0.0273,0.0359,0.0248,0.01820177,0.0003,0.005714286,0.0008,0.002,0.000717589,0.002742912,0.054574,0.049768
194407,12.71,0.6333,0.9133,0.773389912,0.0038,0.0272,0.0357,0.0247,0.004322936,0.0003,0.005681818,0.0036,0.0034,0.000939674,0.003464132,-0.01947,-0.020629
194408,12.82,0.6367,0.9067,0.76875978,0.0038,0.0271,0.0355,0.0247,0.008069797,0.0003,0,0.0027,0.0034,0.000559988,0.003016634,0.0147,0.008208
194409,12.78,0.64,0.9,0.772332718,0.0038,0.0272,0.0356,0.0247,0.008962755,0.0002,0,0.0014,0.0019,0.001115515,0.002915031,-0.000692,-0.003118
194410,12.78,0.64,0.91,0.771173139,0.0038,0.0272,0.0355,0.0247,0.006510366,0.0003,0,0.0012,0.0019,0.000675218,0.003029399,0.002435,0.001045
194411,12.83,0.64,0.92,0.766985678,0.0038,0.0272,0.0353,0.0247,0.005782945,0.0003,0,0.0024,0.0048,0.000424298,0.003448245,0.017327,0.005832
194412,13.28,0.64,0.93,0.743763575,0.0038,0.027,0.0349,0.0246,0.019062447,0.0002,0.005649718,0.0042,0.0149,0.000872273,0.003522317,0.044778,0.041034
194501,13.47,0.6433,0.94,0.735341967,0.0038,0.0269,0.0346,0.024,0.016453897,0.0003,0,0.0127,0.0076,0.000924463,0.004099204,0.011901,0.010784
194502,14.3,0.6467,0.95,0.704488778,0.0038,0.0265,0.0341,0.0236,0.014836052,0.0002,0,0.0077,0.0046,0.000654852,0.003660855,0.069472,0.063578
194503,13.64,0.65,0.96,0.767882643,0.0038,0.0262,0.0338,0.0236,0.015962528,0.0002,0,0.0021,0.0018,0.001887442,0.00407661,-0.041685,-0.04499
194504,14.84,0.65,0.9733,0.715062863,0.0038,0.0261,0.0336,0.0228,0.015085869,0.0003,0,0.016,0.0018,0.001398278,0.003376176,0.090524,0.089465
194505,15.01,0.65,0.9867,0.702911468,0.0038,0.0262,0.0332,0.0226,0.019773212,0.0003,0.005617978,0.0056,-0.0011,0.00092096,0.004202059,0.020041,0.011624
194506,14.96,0.65,1,0.718843046,0.0038,0.0261,0.0329,0.0217,0.019466317,0.0002,0.011173184,0.0169,0.0032,0.000866165,0.004146985,0.00238,0.000134
194507,14.66,0.6533,0.9967,0.726301572,0.0038,0.026,0.0326,0.0224,0.020437412,0.0003,0,-0.0086,-0.0011,0.001814111,0.003791896,-0.021539,-0.022479
194508,15.51,0.6567,0.9933,0.678753801,0.0038,0.0261,0.0326,0.0223,0.018945103,0.0003,0,0.0026,0.0004,0.002096647,0.003628926,0.059852,0.054027
194509,16.16,0.66,0.99,0.656820832,0.0038,0.0262,0.0324,0.0221,0.01760692,0.0003,0,0.0054,0.0032,0.001438555,0.003621746,0.046361,0.043999
194510,16.65,0.66,0.98,0.63397642,0.0038,0.0262,0.032,0.0216,0.018580999,0.0003,0,0.0104,0.0032,0.000981184,0.003847862,0.030815,0.029862
194511,17.19,0.66,0.97,0.617883631,0.0038,0.0262,0.0315,0.021,0.018934033,0.0002,0,0.0125,0.0032,0.001448272,0.00373868,0.04495,0.035612
194512,17.36,0.66,0.96,0.613239334,0.0038,0.0261,0.031,0.0199,0.025525278,0.0003,0.005524862,0.0194,0.0133,0.001538317,0.004328006,0.011133,0.008805
194601,18.57,0.6667,0.94,0.578003616,0.0038,0.0254,0.0301,0.0199,0.027969497,0.0003,0,0.0025,0.0128,0.002645169,0.004043741,0.069504,0.068515
194602,17.28,0.6733,0.92,0.622336788,0.0038,0.0248,0.0295,0.0198,0.031090952,0.0003,-0.005494506,0.0032,0.0034,0.005942413,0.00367128,-0.065171,-0.069785
194603,18.08,0.68,0.9,0.614852676,0.0038,0.0247,0.0294,0.0198,0.031187876,0.0003,0.011049724,0.001,0.0034,0.001496573,0.003632854,0.049118,0.046147
194604,18.76,0.68,0.88,0.593412971,0.0038,0.0246,0.0296,0.0207,0.031306828,0.0003,0.005464481,-0.0135,-0.0043,0.001077734,0.003504573,0.035748,0.034707
194605,19.18,0.68,0.86,0.578010175,0.0038,0.0251,0.0302,0.0209,0.03199992,0.0003,0.005434783,-0.0012,0.0019,0.001272495,0.003152454,0.028785,0.023202
194606,18.43,0.68,0.84,0.596731835,0.0038,0.0249,0.0303,0.0206,0.033591572,0.0003,0.010810811,0.007,0.0019,0.001481741,0.003061925,-0.035289,-0.037521
194607,17.96,0.6833,0.8567,0.608751737,0.0038,0.0248,0.0303,0.0209,0.039174988,0.0003,0.058823529,-0.004,-0.0012,0.001703886,0.002614344,-0.02735,-0.028429
194608,16.65,0.6867,0.8733,0.648554363,0.0038,0.0251,0.0303,0.0217,0.043267645,0.0003,0.02020202,-0.0111,-0.0088,0.001980114,0.002689916,-0.068855,-0.073365
194609,14.96,0.69,0.89,0.711634381,0.0038,0.0258,0.031,0.0219,0.049111945,0.0003,0.00990099,-0.0009,-0.0026,0.016025015,0.002606433,-0.104113,-0.106619
194610,14.84,0.6967,0.9467,0.725391664,0.0038,0.026,0.0315,0.0216,0.048597481,0.0003,0.019607843,0.0074,0.002,0.006116095,0.002375384,-0.005636,-0.006817
194611,14.67,0.7033,1.0033,0.722699965,0.0038,0.0259,0.0317,0.022,0.048072281,0.0003,0.024038462,-0.0054,-0.0025,0.003914349,0.002025711,-0.003801,-0.011741
194612,15.3,0.71,1.06,0.692437923,0.0038,0.0261,0.0317,0.0212,0.036076061,0.0003,0.009389671,0.0145,0.0113,0.002715508,0.001781041,0.046818,0.041973
194701,15.66,0.7133,1.13,0.680004434,0.0038,0.0257,0.0313,0.0214,0.031538463,0.0003,0,-0.0006,0.0005,0.002111722,0.001329584,0.022013,0.020953
194702,15.43,0.7167,1.2,0.685858021,0.0038,0.0255,0.0312,0.0214,0.030102657,0.0003,0,0.0021,0.0005,0.001364143,0.001159422,-0.008307,-0.015166
194703,15.17,0.72,1.27,0.741534989,0.0038,0.0255,0.0315,0.0213,0.03101998,0.0003,0.018604651,0.002,0.0067,0.002411283,0.000803646,-0.015008,-0.017731
194704,14.58,0.7333,1.3267,0.770042194,0.0038,0.0253,0.0316,0.0217,0.031345975,0.0003,0,-0.0037,0.002,0.002307362,0.002775418,-0.03956,-0.040772
194705,14.45,0.7467,1.3833,0.776366322,0.0038,0.0253,0.0317,0.0216,0.025894307,0.0003,0,0.0033,0.002,0.002545085,0.003228613,-0.00099,-0.01047
194706,15.21,0.76,1.44,0.741116751,0.0038,0.0255,0.0321,0.0216,0.026472743,0.0003,0.00456621,0.001,0.0004,0.001958779,0.003817236,0.053991,0.050908
194707,15.76,0.77,1.4767,0.717327219,0.0066,0.0255,0.0318,0.0214,0.02064051,0.0003,0.009090909,0.0063,0.002,0.001977448,0.003204943,0.039572,0.038369
194708,15.32,0.78,1.5133,0.734693878,0.0075,0.0256,0.0317,0.021,0.023176792,0.0003,0.013513514,0.0081,-0.0071,0.0008244,0.003572172,-0.023076,-0.029148
194709,15.11,0.79,1.55,0.740323399,0.008,0.0261,0.0323,0.0213,0.02405855,0.0006,0.022222222,-0.0044,-0.0131,0.001385497,0.004326897,-0.009928,-0.01369
194710,15.43,0.8067,1.57,0.722732523,0.0085,0.027,0.0335,0.0217,0.023018572,0.0006,0,-0.0037,-0.0099,0.000869538,0.004313622,0.020578,0.019353
194711,14.99,0.8233,1.59,0.731992647,0.0092,0.0277,0.0344,0.0229,0.025908145,0.0006,0.004347826,-0.0174,-0.0098,0.000475961,0.004494506,-0.017633,-0.029555
194712,15.3,0.84,1.61,0.725325679,0.0095,0.0286,0.0352,0.0243,0.025921595,0.0008,0.012987013,-0.0192,0.0024,0.001107305,0.004760925,0.030784,0.025273
194801,14.69,0.8433,1.6433,0.751888304,0.0097,0.0286,0.0352,0.0243,0.027765387,0.0007,0.012820513,0.002,0.0024,0.001048864,0.004387162,-0.037743,-0.038905
194802,14,0.8467,1.6767,0.787769784,0.01,0.0285,0.0353,0.0241,0.029134401,0.0007,-0.008438819,0.0046,0.0039,0.001755638,0.004903365,-0.040232,-0.047782
194803,15.08,0.85,1.71,0.841422122,0.01,0.0283,0.0353,0.0241,0.027187026,0.0009,-0.004255319,0.0034,0.0115,0.002082021,0.005808515,0.08144,0.077022
194804,15.48,0.85,1.76,0.82599302,0.01,0.0278,0.0347,0.0239,0.027453934,0.0008,0.017094017,0.0045,0.0038,0.000551969,0.004150179,0.030821,0.028537
194805,16.69,0.85,1.81,0.781692356,0.01,0.0276,0.0338,0.0231,0.025578122,0.0008,0.004201681,0.0141,0.0008,0.001452758,0.00445914,0.084014,0.077523
194806,16.74,0.85,1.86,0.786973504,0.01,0.0276,0.0334,0.0238,0.023893669,0.0009,0.008368201,-0.0084,-0.0083,0.000907057,0.003144237,0.007665,0.003687
194807,15.85,0.8567,1.93,0.822257762,0.01,0.0281,0.0337,0.0241,0.02217932,0.0008,0.012448133,-0.0021,-0.0052,0.002766991,0.002963176,-0.052296,-0.053144
194808,15.97,0.8633,2,0.82053822,0.0106,0.0284,0.0344,0.0242,0.019226803,0.0009,0.004098361,0.0001,0.0055,0.001185139,0.002887863,0.015539,0.008123
194809,15.49,0.87,2.07,0.836231071,0.0109,0.0284,0.0345,0.0242,0.019128082,0.0004,0,0.0014,0.0024,0.002395502,0.003053102,-0.027016,-0.031159
194810,16.54,0.89,2.1433,0.791905672,0.0112,0.0284,0.035,0.0243,0.018133741,0.0004,-0.004081633,0.0007,0.0024,0.000827563,0.002189316,0.070041,0.067023
194811,14.75,0.91,2.2167,0.870911215,0.0114,0.0284,0.0353,0.0239,0.017791537,0.0004,-0.008196721,0.0076,0.0085,0.006158903,0.002376824,-0.098332,-0.109939
194812,15.2,0.93,2.29,0.840947547,0.0116,0.0279,0.0353,0.0237,0.015014554,0.0004,-0.004132231,0.0056,0.0131,0.000967405,0.00163301,0.035952,0.029719
194901,15.22,0.9467,2.32,0.832402858,0.0117,0.0271,0.0346,0.0233,0.013297671,0.001,-0.004149378,0.0082,0.0038,0.001312986,0.001776735,0.002676,0.001377
